10048488691728385	2945494	Benefit concert
10048488691728385	61024	Charleston, South Carolina
10048488691728385	8714	December 10
10408280941658112	18110	Los Angeles
10408280941658112	44635	Grammy Award
10408280941658112	1579814	Cee Lo Green
10417891518189568	-2	-
10418016713973762	159433	Arab World
10418016713973762	11370	FIFA World Cup
10418016713973762	27226732	Qatari 2022 FIFA World Cup bid
10418016713973762	8238258	Qatar
10418016713973762	2150801	2018 and 2022 FIFA World Cup bids
10472181154717696	3660435	Grammy Nominees
10472181154717696	26475979	Infinite Arms
12239478533914625	174839	Austin City Limits
12921522515607552	61024	Charleston, South Carolina
13848292421	-2	-
13848368514	25080	Photograph
13848368514	4380391	World record
13848368514	211583	Dubai
14216330668417024	-2	-
14216474134577152	228005	Meeting
14216474134577152	3356	Bill Clinton
14216474134577152	261925	Health care
14216474134577152	9252	Education
14450961581875200	-2	-
17444585848446976	-2	-
17742626560147456	48212	Ice cream
17742626560147456	71691	Dinner
17742959046819840	-2	-
17958624957566976	650327	Morning
17958624957566976	8539	Devil
17958624957566976	5042765	God
17959296583077888	66080	Shopping
17959296583077888	411562	Xmas
17959296583077888	50021	Gift
18546703174995968	-2	-
18555112054071296	206119	Night
18746384475750402	14931652	Amazon MP3
18746384475750402	26475979	Infinite Arms
18794387232268288	-2	-
18815381573472256	19373997	Elevator
18815381573472256	256015	Stairway
18815381573472256	1662121	Sports commentator
18834637048512512	1893735	Crab rangoon
18834637048512512	6237	Christmas
18834637048512512	5741239	Chicken (food)
18834637048512512	5791492	Vegetable
18834637048512512	509468	Fried rice
18840162360365057	6583	Chinese cuisine
18877636503670784	5042862	China
18910514507681792	6237	Christmas
18941895937884161	842182	Kings of Leon
18943366410539008	5671333	Walk On By (Bacharach and David song)
18943366410539008	165932	Isaac Hayes
18946672293847040	1681042	Maze (band)
18958825910444033	-2	-
19176491463999488	7907095	The pen is mightier than the sword
19200634553106432	-2	-
19202519104229376	9988187	Twitter
19202519104229376	5575722	Fuck
22311114322743296	643521	Fansite
25426785378242560	-2	-
25426873597038593	25080	Photograph
25426873597038593	33538	Week
26000235377463296	15790	January 15
26000235377463296	54631	Saturday
26000235377463296	174839	Austin City Limits
27491716130934784	1579814	Cee Lo Green
27494939336114176	17867	London
27494939336114176	1579814	Cee Lo Green
27494939336114176	596136	Wembley Arena
27494939336114176	570280	Foo Fighters
28167586445271040	570280	Foo Fighters
28167586445271040	67500	Festival
28167586445271040	15785	June
28167586445271040	9239	Europe
28867096610	-2	-
28867146285	234796	Sadness
28867146285	188399	Mourning
28867146285	5042765	God
28867146285	24702	Peace
28867146285	28297	Soul
28867146285	5334031	Saqr bin Mohammad al-Qassimi
29459831242	-2	-
29459885533	8221	Death
29459885533	25042	Prayer
29459885533	393639	Zayed bin Sultan Al Nahyan
29459885533	24702	Peace
30669628271235072	238663	BBC Radio 2
31012375855366144	698	Atlantic Ocean
32230984111890434	18951826	April 4
32230984111890434	84493	Savannah, Georgia
32230984111890434	12550335	Savannah Music Festival
32521249372512256	53842	New Orleans
32521249372512256	842182	Kings of Leon
33151646586372096	28830	Song
33151646586372096	725885	Studio
33274367504814080	-2	-
33442468166897664	-2	-
33781064761614336	-2	-
34306079554801664	5042916	Canada
34760571987558400	154549	Nickelodeon (TV channel)
34760571987558400	5254612	Yo Gabba Gabba!
34760571987558400	23197167	Nick Jr.
35106098604281856	186266	ITunes
35106098604281856	3623280	Band of Horses
35106098604281856	44635	Grammy Award
35106098604281856	26475979	Infinite Arms
35106098604281856	528282	Album
35862559936487424	309257	Whistler, British Columbia
37207704430714881	245765	The Jayhawks
37207704430714881	18557960	Verizon Wireless Amphitheatre at Encore Park
37207704430714881	3138	Atlanta
37207704430714881	1777	April 2
37224991179153408	182462	Valentine's Day
38718458162184192	38957	Snowboarding
39717686799896577	-2	-
39895064465379328	-2	-
40343962950565889	56552	Jet lag
40762831049736192	28791	Sovereignty
40762831049736192	21754	Nation
40762831049736192	585629	Kiev
40763319669366784	9239	Europe
40763319669366784	31750	Ukraine
40763853595877376	5165	Country
40763853595877376	247613	Border
40764186678149120	31750	Ukraine
40764186678149120	1099196	Missile defense
40813988577161216	-2	-
40814631433932800	393805	Viktor Yanukovych
40814631433932800	18169806	Ukraine–NATO relations
40814631433932800	585629	Kiev
41034955039588352	1702304	North Atlantic Council
41034955039588352	17633	Libya
41037040686600192	21133	NATO
41037040686600192	17633	Libya
41091104422105088	-2	-
42587624631828480	278119	Charlie Sheen
42905047864053761	33898	Website
42905047864053761	23807055	Internet marketing
42905763978543104	748931	Slideshow
42905763978543104	1178458	Flickr
42905763978543104	25080	Photograph
42905763978543104	696946	Audience
42914288159035392	20206	Manchester
42916900300275712	17524	Language
42916900300275712	9988187	Twitter
42934725425373184	1462876	User experience
42934725425373184	33898	Website
42934725425373184	288276	Usability
42942980734193664	6313479	Digital agency
42942980734193664	233009	Reputation
42992863365177344	39206	Business
42992863365177344	23636845	Professional web designers
42992863365177344	33898	Website
43001038525054978	9325864	Imagination
43001038525054978	235890	Outsourcing
43013322643218432	-2	-
43027354032939008	19394613	Kim Kardashian
43027354032939008	2491189	Cassie (singer)
43027463768510465	-1	-
43028427405656065	-2	-
43029593397018624	19394613	Kim Kardashian
43064884929363968	144171	Christina Aguilera
43067102386597888	-2	-
43085964503040000	439613	Newsletter
43085964503040000	9738	Email
43296868561723392	-2	-
43302365960474624	-2	-
43303146449145856	191890	American Idol
43303207996362752	-2	-
43303635572113408	-2	-
43303865902301184	191890	American Idol
43304436877115392	191890	American Idol
43364313414643712	-2	-
43418534432350208	-2	-
43421842723188736	-2	-
43424236634771456	-2	-
43426233333202945	24624	Pop music
43426233333202945	26168	Rhythm and blues
43426233333202945	2632114	Hip hop
43426233333202945	6674649	Dance music
43429826794766336	19394613	Kim Kardashian
43430727966142464	-2	-
43456651998666752	4555947	Search engine results page
43456651998666752	187946	Search engine optimization
43465352172150784	-2	-
43480683343126529	-2	-
43562240208670720	3206586	Radio personality
43562240208670720	47185	Ponzi scheme
43569569251594240	614614	Suzuki
43569569251594240	14533	India
43584689121918976	3736784	Market
43584689121918976	614839	Corporate finance
43592597301764097	19641	Mass media
43599931201687552	277858	Sears
43614798763655168	19977	Maine
43620332719976448	63103	Wholesale
43620332719976448	31717	United Kingdom
43620332719976448	1678261	Business-to-business
43621307895660544	63103	Wholesale
43621307895660544	1678261	Business-to-business
43621307895660544	31717	United Kingdom
43629512814100480	63103	Wholesale
43629512814100480	31717	United Kingdom
43630013072945152	27019	South Korea
43650707110379521	9988187	Twitter
43652999150706688	3508373	Budget of the European Union
43658543689244672	18589377	Lunch
43658543689244672	15599227	Something in Your Eyes
43659687207505920	-2	-
43659746804371456	-2	-
43659895983181824	9290246	The Attic (band)
43660317187780609	6882	Chrysler
43667055618162688	34035	Web design
43668387989172224	7529378	Facebook
43668387989172224	18747264	General Atlantic
43668387989172224	867877	Share (finance)
43670491701067776	16195149	UK Border Agency
43670491701067776	155526	Student
43670825089499136	-2	-
43683815339732992	8504	Dublin
43683815339732992	280746	International Women's Day
43690579435061248	43226	2010
43697536430637056	-2	-
43708316169412608	-2	-
43711491152691200	-2	-
43711578012532737	-1	-
43713423741173760	51396	2020
43713423741173760	13673345	Automobile
43713423741173760	5042862	China
43713860238192640	6678	Cat
43714309146161153	-2	-
43714403228598272	-2	-
43714518714556416	37235	Society
43714627384770560	155526	Student
43714896562626560	32787	Vodka
43714896562626560	73171	Booze
43715347240587264	-2	-
43716009273729024	677000	Seminar
43716009273729024	54632	Friday
43716181819006976	1014	Alcohol
43716529090596864	-2	-
43718281760210944	-2	-
43718751543238656	187946	Search engine optimization
43720652296949760	7560175	Glencore
43721917559091200	-2	-
43728233082003456	570143	Finmeccanica
43728233082003456	23282151	Ground power unit
43728233082003456	17848499	First Reserve Corporation
43736146064314368	4207510	Oil
43777271185670144	-2	-
43779608595791872	-2	-
43783485965602816	528282	Album
43783485965602816	18945847	Hip hop music
43786458078773248	-2	-
43787585696440321	160483	Project
43809286333267968	5605670	Narcissism
43974915245883392	9216220	Andreas Wiig
44406555688435713	5499008	Petter Northug
44406555688435713	21241	Norway
44590727145066497	103067	Stand-up comedy
44815766364758016	7529378	Facebook
44818889451905025	9988187	Twitter
44842960503844864	236918	Concert
44842960503844864	7529378	Facebook
44908638015459328	-2	-
45096259396182016	76972	Denmark
45179621343367168	162707	Singing
45302515012608001	-2	-
45323108768419840	152640	Fan (person)
45323108768419840	25039103	Slump (sports)
45323108768419840	72861	Atlanta Hawks
45506571496730624	17633	Libya
45506571496730624	53029	Muammar al-Gaddafi
45506571496730624	21133	NATO
45506571496730624	31769	United Nations
45538035588268033	13774	Houston
45538035588268033	236918	Concert
45642715383332864	-2	-
45777452445876225	17633	Libya
45777452445876225	337660	Defence minister
45777452445876225	21133	NATO
45784488596348929	24455108	Mary Plain
45784488596348929	7640956	Peter Pan
45788610229829632	-2	-
45882957570904064	-2	-
45901659632697344	17633	Libya
45901659632697344	21133	NATO
45901659632697344	19006	Mediterranean Sea
45902013426450432	1221093	Mandate (international law)
45902013426450432	21133	NATO
45909131227443200	-2	-
45911529283010560	-2	-
46015149093552128	190054	Spelling
46015149093552128	12569	Grammar
46015149093552128	23711	Punctuation
46018719473876992	18393	Life
46184722304483328	10106	Earthquake
46184722304483328	23070	Pacific Ocean
46184722304483328	31161	Tsunami
46198305050464256	15573	Japan
46234634299772928	-2	-
46239428028542976	152640	Fan (person)
46239428028542976	72861	Atlanta Hawks
46239428028542976	15573	Japan
46239714512093184	3488351	People
46239714512093184	15573	Japan
46239714512093184	3434750	United States
46239714512093184	10617466	Condolences
46239714512093184	10106	Earthquake
46239714512093184	31161	Tsunami
46256358760255489	-2	-
46262052821536768	15573	Japan
46267599553708032	-2	-
46343099991072769	15573	Japan
46376854361358336	645042	New York City
46376854361358336	26437	Restaurant
46428897868386304	25039103	Slump (sports)
46428897868386304	72861	Atlanta Hawks
46576709331451904	26437	Restaurant
46576709331451904	645042	New York City
46580257704259584	15487	International Red Cross and Red Crescent Movement
46583657066020864	7529378	Facebook
46584916535812096	1478728	Photo sharing
46584916535812096	42719	Do it yourself
46605933123616768	365014	Lasers (album)
46605933123616768	2872345	Lupe Fiasco
46642122090225664	3035192	The Boys (band)
46642122090225664	7970504	Crazy (The Boys song)
46649582242893825	3085191	Patrick Demarchelier
46669545750016001	-2	-
46669957492252673	20903181	Birthday
46670732331188224	15573	Japan
46789355473338368	21100601	Jeff Teague (basketball)
46789355473338368	25039103	Slump (sports)
46789355473338368	2255626	Damien Wilkins
46789355473338368	72861	Atlanta Hawks
46789355473338368	19045066	Victory
46789708830883840	791882	Calzone
46789708830883840	42801	Nutella
46791874874322944	19045066	Victory
46791874874322944	22090652	Kemba Walker
46791874874322944	6880521	Connecticut Huskies
46842662942289920	236918	Concert
46842662942289920	108036	El Cajon, California
47062616882946048	-2	-
47083300120035328	-2	-
47083493943017472	-2	-
47177996783726593	15573	Japan
47177996783726593	10106	Earthquake
47333760848502784	231114	Good Charlotte
47342364431355905	25439732	Juice
47342364431355905	5985739	Carrot
47342364431355905	6535	Celery
47342364431355905	18978754	Apple
47348651533672448	234751	Recording studio
47348651533672448	82425	Sandwich
47348651533672448	72821	Turkey (bird)
47350234778574850	2206131	Studio album
47366793404235776	68672	Anger
47366793404235776	128987	Child
47376375765680129	9252	Education
47376375765680129	9988187	Twitter
47394746603282432	40630	Beach
47394746603282432	343857	Lawn mower
47394746603282432	18842002	Shampoo
47394746603282432	25013	Pi Day
47394746603282432	691626	Irrationality
47394746603282432	147735	Toothpaste
47394746603282432	18994037	Sand
47433257859555328	145439	Women's rights
47433257859555328	32441	Video
47526775621816321	30003	Telephone
47543419052113920	31161	Tsunami
47600028063240192	13279	Holiday
47600028063240192	9988187	Twitter
47600772791279617	9988187	Twitter
47600772791279617	14170	HIV
47632880251318272	-2	-
47650726545063937	-2	-
47650806131994625	7529378	Facebook
47698255169073152	152640	Fan (person)
47698255169073152	28205829	Washington University Bears
47698255169073152	538065	NCAA Women's Division III Basketball Championship
47706441037000704	377116	Budget
47717459897221120	53838	Dallas
47717459897221120	1179390	Scott Stapp
47717459897221120	13508126	Scott West (musician)
47745807713181696	-2	-
47756030922342400	18006808	Play (activity)
47756030922342400	753713	Philips Arena
47756030922342400	72878	Milwaukee Bucks
47792404178284544	20903181	Birthday
47792404178284544	50021	Gift
47792404178284544	152640	Fan (person)
47801173515829248	-2	-
47832072605282304	170023	Saint Patrick's Day
47832072605282304	24484	Parade
47832072605282304	3275701	Clayton/Tamm, St. Louis
47832072605282304	177193	Neighbourhood
47839911499415553	8522	Denver
47839911499415553	72861	Atlanta Hawks
47839911499415553	19045066	Victory
47880807968276480	2171410	Greg Giraldo
47970757745184768	15573	Japan
48095255081394176	18839	Music
48095255081394176	1982061	Will.i.am
48095255081394176	19009189	Cyber-bullying
48104098721050624	32897	William Shakespeare
48104098721050624	1982061	Will.i.am
48141481558548480	23477643	The New Cities
48160289945960448	1180710	Gratitude
48160289945960448	9988187	Twitter
48160289945960448	10617466	Condolences
48208959429025792	-2	-
48222416433975296	68753	Attention
48222416433975296	18723138	Game
48240787942682624	-2	-
48268312085405696	59495	Method acting
48268312085405696	17547	Love
48286627071668224	22936	Poland
48286627071668224	2534952	Bronisław Komorowski
48286627071668224	648724	Donald Tusk
48345724227821568	313034	Comic relief
48369113130733568	-2	-
48369250443862017	31769	United Nations
48373051166961664	145804	Civilian
48373051166961664	22949	Population
48385840812007424	3275701	Clayton/Tamm, St. Louis
48385840812007424	24484	Parade
48385840812007424	170023	Saint Patrick's Day
48402892956246016	25683051	MetroBus (St. Louis)
48402892956246016	3275701	Clayton/Tamm, St. Louis
48402892956246016	24484	Parade
48402892956246016	170023	Saint Patrick's Day
48413875221184512	50845	Income tax
48413875221184512	242098	Sierra Club
48413875221184512	27687	St. Louis, Missouri
48420442393939968	33057	White House
48420442393939968	534366	Barack Obama
48420442393939968	15573	Japan
48420442393939968	264256	White House Rose Garden
48429248725254144	170023	Saint Patrick's Day
48429248725254144	775859	Irish people
48431134803116032	4130245	South by Southwest
48431134803116032	7529378	Facebook
48431134803116032	1998	Austin, Texas
48447510817153024	55321	Postcard
48447510817153024	9988187	Twitter
48447510817153024	1180710	Gratitude
48447510817153024	406703	Telephone call
48448177854103553	68768	Breakfast
48448177854103553	33538	Week
48448177854103553	32706	Vancouver
48448931780247552	83427	Father
48449783085539328	-2	-
48464757350604800	19468510	United States House of Representatives
48465971043778560	775859	Irish people
48465971043778560	170023	Saint Patrick's Day
48465971043778560	66254	Drinking
48465971043778560	155526	Student
48468038818865152	534366	Barack Obama
48468083307851776	-2	-
48468297364148224	463734	Public health
48468297364148224	534366	Barack Obama
48468297364148224	3434750	United States
48468297364148224	25856	Radiation
48468754815926272	434679	Humanitarian aid
48468754815926272	534366	Barack Obama
48468754815926272	32212	United States armed forces
48469010655883264	186932	Japanese people
48469062283571200	19792942	People of the United States
48469062283571200	15573	Japan
48473709756952576	507399	NCAA Men's Division I Basketball Championship
48473709756952576	1169845	Upset
48473709756952576	10244706	Florida Gators men's basketball
48474491709431808	-2	-
48500568909561856	49402	Closet
48500568909561856	342694	Desk
48500568909561856	277315	Opinion poll
48500568909561856	27687	St. Louis, Missouri
48531204248580096	1892865	Economy class
48533257020641280	377411	Bill (proposed law)
48533257020641280	6047701	Missouri Senate
48533257020641280	148131	Economic development
48533257020641280	21396022	Eric Schmitt
48573622926843904	10244706	Florida Gators men's basketball
48590675775725568	10105828	Michigan State Spartans men's basketball
48590675775725568	507399	NCAA Men's Division I Basketball Championship
48591777682292736	161744	Interpersonal relationship
48591777682292736	15822899	Man
48593091967451137	497794	Chocolate brownie
48704599829397504	-2	-
48705209098174464	24578	Public house
48705209098174464	306702	Quiz
48732339039248384	12754935	Johann Hari
48732339039248384	15422609	Gideon Ericsson
48732448950992896	13279	Holiday
48732878892302336	62028	CNN
48732878892302336	534366	Barack Obama
48732878892302336	17633	Libya
48738431328714752	6639133	Economy
48738431328714752	538368	Landlord
48738431328714752	19571	Missouri
48738431328714752	6058952	Tom Dempsey (Missouri)
48767225280208897	66080	Shopping
48767225280208897	32441	Video
48772128782295040	1305348	Video blogging
48772128782295040	46112	Violence
48810631041781760	534366	Barack Obama
48810631041781760	17633	Libya
48810648712392704	534366	Barack Obama
48810648712392704	60706	National Collegiate Athletic Association
48810648712392704	768856	College basketball
48811853480075264	534366	Barack Obama
48811853480075264	53029	Muammar al-Gaddafi
48813192033472512	17633	Libya
48813192033472512	534366	Barack Obama
48813192033472512	32212	United States armed forces
48813381515345920	92357	Military
48813381515345920	1437212	United Nations resolution
48813381515345920	53029	Muammar al-Gaddafi
48813381515345920	534366	Barack Obama
48822480667820032	316532	Spring (season)
48822480667820032	54631	Saturday
48853092095107072	-2	-
48857561126027265	5165	Country
48857561126027265	172121	Gramophone record
48860656274911232	3356	Bill Clinton
48874958612463616	11492	Foot
48913090514927616	2027898	Control room
48913090514927616	19508643	Television program
48919179000168448	205075	Teacher
48919179000168448	15573	Japan
48919179000168448	3434750	United States
48924546715230208	15573	Japan
48924546715230208	3090379	Rubble
48942538270318592	72861	Atlanta Hawks
48942538270318592	152640	Fan (person)
48942538270318592	25039103	Slump (sports)
48957779553165312	252732	Kyodo News
48957779553165312	3090379	Rubble
48957779553165312	1536572	Emergency evacuation
48958274778828800	17987739	Little Dragon (album)
48961716146540544	10106	Earthquake
48961716146540544	15573	Japan
48961716146540544	762093	Emergency shelter
48961716146540544	3090379	Rubble
49014456054857728	204114	Benghazi
49014456054857728	24086463	Narita International Airport
49014456054857728	592591	Ceasefire
49014456054857728	53029	Muammar al-Gaddafi
49014456054857728	188480	International community
49093901717479425	2840736	Carondelet, St. Louis
49093901717479425	9370955	Interstate 55 in Missouri
49126248701632512	205534	Editorial cartoon
49126248701632512	345974	St. Louis Post-Dispatch
49126248701632512	27687	St. Louis, Missouri
49138586028740608	11846	Guitar
49140166757064704	-2	-
49143879399768064	-2	-
49163098661191680	68768	Breakfast
49163098661191680	1998	Austin, Texas
49202335787921408	33306	Water
49208114750300160	19571	Missouri
49208114750300160	29071458	Educational accreditation
49208369554268160	-2	-
49222663318679552	10244706	Florida Gators men's basketball
49222663318679552	2830004	Sweet sixteen (birthday)
49227755312787456	4130245	South by Southwest
49227755312787456	16921958	2011 in film
49227755312787456	2658000	Street art
49238220097077248	25042	Prayer
49259608937742336	-2	-
49259775644549121	49899	Courage
49259775644549121	29920	Truth
49259775644549121	165119	Cowardice
49259775644549121	41118	Error
49260008910766080	-2	-
49270714062209025	-2	-
49272176720875521	-2	-
49277674291593218	153865	Pajamas
49277674291593218	9988187	Twitter
49278768791040000	11786	Federico Fellini
49279087482650624	-2	-
49281206327578624	951407	Bed
49282351712317440	-2	-
49285778571923456	4130245	South by Southwest
49286057589620736	236918	Concert
49289191934275584	-2	-
49291616581722112	-2	-
49292804681252864	162707	Singing
49292804681252864	3352	Blues
49295890829156352	278119	Charlie Sheen
49328793147547648	-2	-
49348794709577728	30057	Tokyo
49350522653777920	15105978	Water well
49365299300016128	-2	-
49378127394254848	-2	-
49384504019795968	-2	-
49392020640378880	9147047	Charlie Davies
49417192063778816	-2	-
49417265547968512	13373	Haiti
49417265547968512	57391	Port-au-Prince
49417265547968512	302511	Wyclef Jean
49422328282615808	-2	-
49434669510426624	-2	-
49438120193699840	-2	-
49440068686970881	214049	Bagel
49457873784274944	10568	Association football
49474276214063104	-2	-
49492360391962624	49547	Hyperlink
49492360391962624	2633667	Article (publishing)
49502167467442176	37080	Thought
49502167467442176	28296	Short story
49502167467442176	25042	Prayer
49502776174186497	47515	Cloud
49502776174186497	26751	Sun
49502776174186497	11432	Full moon
49566295309557760	5042765	God
49566295309557760	1095706	Jesus
49566295309557760	22776	Omnipotence
49570150223056896	53027	Supergroup (music)
49570150223056896	20443096	Sophia Fresh
49574541697089537	-2	-
49574631132233729	1341151	Cousin
49574836141432832	-2	-
49581913710669824	18006808	Play (activity)
49581913710669824	140801	Team
49581913710669824	19045066	Victory
49581913710669824	72861	Atlanta Hawks
49615927553167360	10078495	Julie Atherton
49615927553167360	723514	Michael Bruce (musician)
49616923142524928	10078495	Julie Atherton
49625228661374977	9116683	Pinkberry
49628054913425408	18110	Los Angeles
49629839136800769	13706	Hero
49659306769006592	71088	Hibernation
49659306769006592	3049	Autumn
49662588350496769	-2	-
49670488842186753	-2	-
49685777046716416	18110	Los Angeles
49685777046716416	46770	Fixed-wing aircraft
49692198677127168	45871	Loudspeaker
49692198677127168	113691	Phoenix Sky Harbor International Airport
49711933183635456	3389524	JB Hi-Fi
49715111874662400	148051	Liz Phair
49715426787205120	18831	Mathematics
49715426787205120	22926	Poetry
49715944603389952	-2	-
49716094667210752	-2	-
49748582445744129	533143	Rhinitis
49750364710375424	-2	-
49751557398462464	10106	Earthquake
49751557398462464	5407	California
49751849506578432	-2	-
49759331536748544	52239	Hoax
49759546402545665	25080	Photograph
49840774300450818	3651378	Exploratory committee
49840774300450818	62028	CNN
49840774300450818	237121	Tim Pawlenty
49840774300450818	214877	Governor of Minnesota
49847835247652865	50399	Kiss
49859843007332352	5043544	Democratic Party (United States)
49861634600079360	147301	Nancy Pelosi
49861634600079360	62028	CNN
49861634600079360	14532	Italy
49863822793641985	15440316	Wind
49863822793641985	28191	Snow
49863822793641985	130312	Storm
49863822793641985	19009110	Rain
49864149886451713	10396687	Photo shoot
49869159814803458	33057	White House
49869747491323904	5088750	Press pool
49869747491323904	2079352	Mental confusion
49872471620460544	5088750	Press pool
49872471620460544	1057428	Typographical error
49872712092491776	416551	No-fly zone
49872712092491776	23241707	Working timetable
49872712092491776	33057	White House
49878462353256449	81450	Storytelling
49878462353256449	577019	Sammy Hagar
49878462353256449	264319	David Lee Roth
49878462353256449	9588	Extraterrestrial life
49883233193705472	83597	Screenplay
49883390995992576	9988187	Twitter
49884813343195137	-2	-
49888205876629504	25423	Rock music
49889803348623361	-2	-
49891990816563200	32286	Ukulele
49891990816563200	41953	Bohemian Rhapsody
49894146386837504	17633	Libya
49894146386837504	24113	President of the United States
49894146386837504	323167	Airstrike
49894146386837504	28730792	News conference
49894146386837504	5489	Chile
49894146386837504	534366	Barack Obama
49897323517583360	159846	MSNBC
49897323517583360	28730792	News conference
49897323517583360	538871	Live television
49897323517583360	534366	Barack Obama
49897323517583360	5489	Chile
49901538012971008	7529378	Facebook
49901538012971008	534366	Barack Obama
49902187425443840	41012	Delay
49902187425443840	2769409	Coming into force
49902187425443840	416551	No-fly zone
49902187425443840	21133	NATO
49902187425443840	607572	Organizational structure
49902187425443840	159433	Arab World
49904154927308801	375091	Policy
49904154927308801	53029	Muammar al-Gaddafi
49904154927308801	434679	Humanitarian aid
49904154927308801	3434750	United States
49904154927308801	1787172	Military campaign
49904154927308801	534366	Barack Obama
49905509146431488	52625	Arab League
49905509146431488	77547	Logistics
49905509146431488	21133	NATO
49905509146431488	28791	Sovereignty
49905766131433472	9988187	Twitter
49910000776257536	2335981	Rehearsal
49911281569902592	18839	Music
49911281569902592	28830	Song
49911281569902592	173088	Radio broadcasting
49911784903159808	175254	Incense
49911784903159808	2200251	Nag Champa
49917812759732224	1946103	Cloud Club
49919418314137601	18839	Music
49919418314137601	2002022	KSWD (FM)
49921145130065921	-2	-
49921703605846016	33978	Weather
49921703605846016	20279444	Cold front
49921983802114048	-2	-
49922544471515136	9988187	Twitter
49924619209162752	-2	-
49925223998431232	-2	-
49926002511581184	18524	Latin America
49926002511581184	18933396	Augusto Pinochet
49926002511581184	94535	Generation
49926002511581184	24113	President of the United States
49926002511581184	28730792	News conference
49926002511581184	5489	Chile
49926329038159872	49728	San Francisco
49926329038159872	1766292	Courtroom
49926329038159872	3276812	Trial
49926329038159872	4375	Barry Bonds
49930957293228032	24873453	Season
49930957293228032	850663	Trust (social sciences)
49930957293228032	622545	Need
49930957293228032	5042765	God
49932070495076352	152640	Fan (person)
49932224870621186	28271	Sushi
49937172953960448	979542	Fenerbahçe S.K.
49942333239734273	150825	Cary, North Carolina
49948274987237376	20781999	News
49949536352870401	21939	National Security Agency
49949536352870401	31756	United States Congress
49949536352870401	33057	White House
49949536352870401	51572	Santiago, Chile
49949982064775168	33057	White House
49949982064775168	601402	Resolution (law)
49949982064775168	24909346	United States Senate
49949982064775168	31769	United Nations
49949982064775168	53029	Muammar al-Gaddafi
49952730961281024	19728	Marriage
49952730961281024	9988187	Twitter
49952730961281024	2941511	Sarah Palin
49953960185958400	1312272	Making-of
49954079643942912	-2	-
49954897872961536	-2	-
49955685760376832	229072	Criticism
49955685760376832	31756	United States Congress
49955685760376832	17633	Libya
49955685760376832	33057	White House
49955685760376832	601402	Resolution (law)
49955685760376832	24909346	United States Senate
49955685760376832	230752	Paragraph
49959903141445632	33057	White House
49959903141445632	194735	NBC Nightly News
49959903141445632	51572	Santiago, Chile
49959903141445632	20781999	News
49959903141445632	17633	Libya
49963237835407360	55602	Peanut
49983982955270146	251647	Nut (fruit)
49983982955270146	287466	Pesto
49985084354334720	82842	Sex and the City
50006488445485056	8376	Day
50008872756318208	11090	Forest
50009314915663872	11090	Forest
50009475993706496	21830	Nature
50015972639248384	-2	-
50027962115960832	8088	Documentary film
50030052087316480	25080	Photograph
50030052087316480	14313	Hair
50033711361699840	9988187	Twitter
50033917092311040	528282	Album
50035015194648576	29944	Tasmania
50035015194648576	27553808	Museum of Old and New Art
50035202294169600	31238	BGM-109 Tomahawk
50035202294169600	3434750	United States
50036269878755328	645042	New York City
50045183672320000	27694	Satan
50046482648281088	-2	-
50046644636487680	17547	Love
50048333422669825	-2	-
50059683775524864	26805	Sex
50059867297292288	-2	-
50070930520678400	11090	Forest
50070994060181504	11090	Forest
50071068525862912	11090	Forest
50071152575516672	61024	Charleston, South Carolina
50071152575516672	27956	South Carolina
50071152575516672	3863109	Angel Oak
50071214978379776	11090	Forest
50071214978379776	23440	Philippines
50071335975653376	166459	Park
50071335975653376	28022	School
50071407220097024	21650	North Carolina
50071407220097024	244878	Winter storm
50071407220097024	11090	Forest
50071455089692672	645747	Griffith Observatory
50075192696901633	18955875	Tree
50075192696901633	9316	England
50075192696901633	5648	Cornwall
50075350130102272	11090	Forest
50075432497852416	240496	Bus stop
50075432497852416	26161590	Train station
50078208321785857	31302	Taiga
50078280157638656	25459	Rocky Mountains
50122115717935104	-2	-
50165550587985920	-2	-
50166390631579649	82767	Alan Bennett
50166390631579649	4205523	Novello Theatre
50171081218195456	-2	-
